10.2074607,14.688954,14.3129917551,14.5745756716,14.8727440929
14.7546009,14.7027933,14.3908960853,14.4930745288,14.7103146783
14.8100103,14.8550562,14.6812251118,13.7444200941,14.5769673117
15.1132419,14.8191732,14.7650592846,14.6677256112,14.6884412106
15.2225469,14.7989817,14.6945370386,13.9458267044,14.7334340288
15.1965567,14.9873022,14.96840635,14.9942525475,14.7382304396
14.572237032,15.3213147,14.9251495218,14.9160259525,15.0315795542
11.7646893,15.1552683,6.1187403313,15.011192313,13.9992285634
14.9899968,15.381557568,14.8956633057,15.1863690523,5.6246300266
15.2361612,15.4859112,15.0205294177,15.253765894,15.0899259095
12.4558263,15.4566513,13.6720895455,15.4279706851,15.1356467144
13.7171808,12.6350964,15.2114395744,15.4402598246,15.1813875349
13.2118911,15.3831393,15.4352492702,15.4652790541,15.6125803186
15.2627031,15.4961397,11.4518508247,15.7169332165,15.6536593907
14.308258968,15.7822911,13.9249517499,15.7662312073,15.1321780686
15.3105174,15.6461022,15.3450647731,15.9722579642,14.2836450389
15.2192763,8.60118786,9.4786505619,15.5869014068,15.9662990036
15.9416433,15.1636455,12.6981506468,15.9406743408,16.4570895575
15.5393487,15.2137719,10.8866155997,14.3788923996,16.5687883734
14.930266032,16.1120844,14.2746902811,16.2046424263,16.5901958887
15.5972844,15.9966567,16.2424010287,16.5243076574,16.4786877797
15.605829,16.2844812,16.4977215031,16.4123862924,16.7552460933
3.020566968,16.2494397,16.7010467136,16.214473478,16.9290963
16.5131505,16.5926277,16.775460896,9.7374678178,13.0454928702
16.6655286,16.9689384,16.8813081292,16.5048609824,16.0637083709
17.0028,16.8870879,17.0329402616,16.9578744544,16.8740329799
17.509162032,16.331001768,17.0329871596,17.1552490455,15.6224208996
16.185881232,17.573791032,16.1431286055,16.7324175955,11.4656053915
17.8524018,17.696871,17.2717612934,14.2265834754,16.7374768483
17.857801368,6.692682168,17.2767548922,4.0012808887,17.5563099452
17.5991679,17.6798781,13.7095877804,17.8576911377,13.2410535806
17.9313201,18.035886168,17.3073955107,17.8663666441,12.2883070062
18.436953168,17.966256768,16.9668842235,17.9447794425,18.0232632595
18.57025872,18.084037968,15.9211278077,15.2570935986,18.6402876765
18.82675728,16.100895168,15.749687574,18.3160319902,16.7855178698
19.228275,18.17825328,11.5834955148,18.4387706158,16.9405013049
18.63507024,18.24699996,17.4319954414,15.9725081111,15.9717113271
18.8046594,18.7140924,18.2294771954,11.5408333201,18.7907473217
18.70823916,18.75076596,17.2903767951,19.2358821143,18.9793890579
17.59713552,18.85005396,17.7446514825,17.1626778986,19.6601205355
19.23182208,18.85359996,18.1424312269,16.0229546619,19.344653545
19.4523759,19.50345216,19.3478564459,19.0625015048,19.8755376326
19.7796393,19.61454537,19.4134051972,11.3656952029,19.7884116634
19.9651536,19.75190364,19.5715186862,18.7748853546,18.35215372
20.0383299,19.69532505,19.3817583041,10.1407304741,16.158594393
19.57032882,19.25684496,20.1178509733,14.0920206953,20.3983326185
20.32762788,20.0581299,20.2769510446,20.0703113034,20.470154757
20.3636799,20.19572037,20.3663447992,18.5624508408,20.5604320808
20.24623098,20.7763308,20.7555423994,20.5097614525,20.7756257845
18.09010818,20.58525468,20.8444243055,20.6750751621,20.8675838346
19.1587446,20.96066106,20.5169381831,20.3845112358,21.1232135557
19.99349694,20.55183534,20.8586550216,18.5662240749,20.4383155272
20.95137684,20.85424164,21.4630715711,18.1193070692,21.5714909541
15.17428674,19.95007851,21.5272368815,11.3375225413,21.4818825837
21.5892567,18.78710859,21.2895839259,21.2370828505,21.7367998924
21.9089763,20.49192954,21.9568730261,21.3604590496,22.1350343293
21.95859456,21.58379658,21.9233941921,21.7785733166,21.3433423499
16.27341174,21.65174694,22.1633012657,21.9163025992,22.5260767482
22.020524928,21.74917743,21.377766582,22.4336662315,22.4121856522
21.9680424,21.95128404,20.4211146764,22.4021569906,22.1253947576
14.717643912,22.1495067,22.4433132811,20.8533580713,22.5142068695
22.619761992,22.911915312,22.4681399994,22.5453995421,22.8297556697
22.8436902,22.6704357,22.7317309024,22.890407365,22.8430811742
22.663688328,22.56496794,22.5669686787,22.9421117918,22.7995928445
23.274391968,23.028014088,22.8816303259,23.0262879667,23.3851098422
20.06212356,22.775461128,23.1850268,23.2248226866,22.0504238193
23.15244222,23.50131588,23.5735158374,17.6602612137,23.6469236734
23.67247752,23.163307272,23.0363624834,23.7437831495,23.4911527832
24.117464592,23.1426576,24.0795553967,23.6775300957,23.5582506124
24.285310128,23.62324806,16.168091249,23.6810879026,24.1070815739
24.21079758,24.071789808,23.2732408428,19.3944786567,24.3932564265
24.404283,24.67051614,24.3275283733,20.4149518027,23.8909758639
24.622821792,23.30398224,24.7676341091,24.2407569625,24.7918237681
24.442648272,24.005306808,25.0494507632,24.6560341625,24.9609050168
24.866375688,24.5214486,25.5041167335,24.9149316028,25.0672147591
25.411953528,23.80916322,25.4880595096,25.0268973918,24.9327277046
24.231884328,25.071640848,24.8168632026,25.4504446672,25.0363048015
19.839995568,25.55229402,21.1419145636,25.7985528547,25.184557191
25.167772728,25.645159728,11.2315191297,25.963442605,25.4968462498
26.119574208,25.628344272,25.3902339707,25.9129770164,25.6772217532
25.96617666,25.42044294,25.6004255484,26.0422539248,25.8552893375
10.1510379,26.3830455,25.5660312212,26.1755068706,26.184710833
26.371068408,24.60436578,25.9640235714,26.4580819399,26.3314342264
26.695006632,26.13751794,26.073543757,26.8186366079,27.1855605845
26.794580328,25.707602232,26.3461062684,26.8361432,26.445995962
26.824895352,26.28697896,26.608494449,26.4552807759,26.7117478863
26.775960912,26.17070256,26.6578235983,26.5005577205,26.790054554
27.1152036,26.37466668,27.105420323,26.5589744836,26.9053143951
26.99780598,26.750759328,26.9662759,26.5441914737,26.1550491025
25.697528208,27.2753496,24.209195934,26.8676437024,27.4421935996
26.246477592,27.15801048,21.4324067635,26.6083158711,26.9510080988
26.8533504,27.37816884,10.4224545063,27.1052760469,26.710807186
23.22382644,27.39279204,16.287301704,27.0570771176,27.0967214656
26.51366592,27.29412648,27.0828047697,25.0639127703,27.7417806776
20.56330638,27.73338732,27.397025948,27.0220713049,27.944927847
21.31605324,27.6905232,27.5789598158,25.8449403201,28.6435485783
25.019486928,27.82946952,21.1376680711,26.5289615929,28.0751703293
28.1867634,27.6584076,27.3251444476,26.6521315558,28.335800342
28.23592437,27.26346816,27.3410957365,27.309482204,27.3958041351
25.63959699,27.72303489,27.9230069352,27.8068413329,27.597227877
26.53638939,26.61755517,28.1049812284,28.3885666736,27.98286139
28.02690009,28.29559869,28.1357433008,28.1540213215,28.3801580763
28.16803206,27.88048197,28.9870726081,27.2461522482,28.5529537572
26.94847878,27.69569865,28.5864841573,24.6742670591,28.818849219
28.66623138,28.20419829,28.5256220788,24.7409420029,28.6633434628
28.7732277,26.4505563,28.7539813836,28.1794318974,28.7183592183
28.53466758,27.48971925,29.1041547938,29.5851522892,28.5124247721
28.82475198,28.22214438,25.3415087178,28.6104911366,28.4043113409
29.69573157,27.95540841,28.7903124406,28.7026578731,28.8197521938
29.70056034,23.60250009,28.689056344,29.7211584208,29.3165237371
29.80237131,26.55185652,28.4101817668,28.4201309849,29.2755383343
29.89699623,29.10830004,29.1121464815,28.9505564478,29.1726861906
11.68188822,29.442935088,28.9140274839,29.6666014332,22.7165230264
20.36317491,29.798277408,29.1303884086,29.8131984041,28.7845583905
28.483541712,20.68970688,29.6854279812,29.8001824971,28.8766912771
29.571976152,29.16708876,22.5470809513,29.789078977,30.1830417791
30.089081232,29.24453988,21.2625755936,28.9697231339,30.1960175835
28.97426358,26.078338152,26.67235842,29.8964034209,29.8338109552
28.607000688,21.93840018,29.614722955,28.7344548558,29.3647374422
29.909529072,28.80404802,29.688205963,27.5375104942,30.5426490247
21.112029792,29.666247408,29.5224214721,29.4850771858,29.9877198355
11.3732424,29.718616968,29.6018472112,29.5007626449,30.1725749117
19.852981632,29.966393952,29.1515046231,30.0257782641,30.1375049833
25.0532451,30.202924752,20.4602541156,29.9347201189,29.862237811
30.1677732,30.41240616,23.3208960275,28.8026753423,29.9686497521
29.769691752,30.29225724,22.3848296527,28.6540449719,30.0846032273
29.682225072,30.035146392,28.6416919718,29.8450214955,30.0043583486
22.289174712,27.226407672,30.2244169483,30.7762936518,19.7657115916
30.08413188,29.715409368,30.2228008575,30.7114212482,29.4889558716
30.442721832,30.29112792,29.8067408612,30.4409528726,27.8340123072
30.52692468,30.83394744,28.7757668144,30.5213704137,29.5997756427
30.72014748,30.99284622,29.4081204417,30.0773701667,29.9083554969
31.0679397,30.6992259,30.5130991918,30.1637377398,27.5221165682
31.389189192,29.35641672,30.56258127,27.2044455943,30.8517747022
31.744235448,30.30632154,30.5169753398,29.8074990987,30.2139190815
29.736785592,29.61191448,30.4217661255,30.1952216024,30.0962046714
30.286801008,29.411828712,30.7363887744,30.0060511629,29.8084161307
30.231783792,29.933211888,30.6005183694,30.3563744915,29.366375442
30.39992226,30.74107266,29.9334058357,30.8457558608,29.8334455165
30.33962172,30.191796,30.2471943185,30.4197807993,30.1270593092
29.97658152,30.090480048,29.4325231392,30.3494339157,30.7539933368
30.387159792,29.617599312,30.477453355,29.9574404198,30.460463657
30.420174672,30.67362792,28.5716703883,30.1017047968,30.2213464938
30.40734816,30.363299568,28.4214061186,30.3105861232,30.1747384423
30.55949784,30.546281088,29.1472253177,30.4004506645,30.2994678415
30.411397872,29.55594456,27.869186506,24.8701844934,30.6651588534
30.428717832,30.335858208,22.1542942387,27.0067684561,30.9048751908
31.097475432,30.641678928,30.45755704,20.5976885983,30.8567244154
30.83523372,30.83174568,30.2550371887,25.0636155639,30.7982821699
31.180333608,30.988186848,29.2576089608,30.092732071,31.0644097755
30.951904608,30.739614048,30.3453147763,30.8034564773,30.9203975897
31.415515632,30.49335036,30.3124663936,30.3158113528,30.5634732766
31.40359056,30.26885346,30.8473836884,30.263385255,30.5447672258
30.796995672,30.16737774,30.8484119964,29.5874913393,30.3393553547
30.13323984,30.77185266,30.3221818925,29.7606399758,30.6296332986
30.55224492,30.55443624,30.1952708855,30.7980103759,25.2288858709
30.651073848,29.927082888,30.0919842091,31.2644929613,31.5790522718
31.0869594,30.115741608,30.3435042375,30.6425597481,31.0918827592
31.057767792,30.63341124,30.3413811823,30.5575559643,30.8878437361
31.213457208,30.68949348,30.2151322864,30.7304321418,30.8491859861
31.169699568,30.46528296,30.3289434379,30.820476303,31.2104188164
30.95831448,30.252151368,30.6541022629,30.8818091517,30.8367654252
